STATUS | wrapper  | 2020/12/07 21:02:48 | --> Wrapper Started as Daemon
INFO   | jvm 1    | 2020/12/29 09:51:18 | "Wrapper-Connection" #18 daemon prio=10 os_prio=31 cpu=348.39ms elapsed=11315.75s tid=0x00007fc2b396ec00 nid=0x8a03 runnable  [0x000070000f41e000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: RUNNABLE
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.NioSocketImpl.timedRead(java.base@15.0.1/NioSocketImpl.java:282)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.NioSocketImpl.implRead(java.base@15.0.1/NioSocketImpl.java:309)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.NioSocketImpl.read(java.base@15.0.1/NioSocketImpl.java:350)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.NioSocketImpl$1.read(java.base@15.0.1/NioSocketImpl.java:803)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.net.Socket$SocketInputStream.read(java.base@15.0.1/Socket.java:981)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.net.Socket$SocketInputStream.read(java.base@15.0.1/Socket.java:976)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.io.DataInputStream.readByte(java.base@15.0.1/DataInputStream.java:269)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at org.tanukisoftware.wrapper.WrapperManager.handleSocket(WrapperManager.java:3737)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at org.tanukisoftware.wrapper.WrapperManager.run(WrapperManager.java:4084)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "DestroyJavaVM" #19 prio=5 os_prio=31 cpu=608.66ms elapsed=11315.72s tid=0x00007fc2b401ea00 nid=0x2603 waiting on condition  [0x0000000000000000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: RUNNABLE
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "Thread-0" #22 daemon prio=5 os_prio=31 cpu=3467.07ms elapsed=11315.63s tid=0x00007fc2b41cec00 nid=0x8403 waiting on condition  [0x000070000f727000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: TIMED_WAITING (parking)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at jdk.internal.misc.Unsafe.park(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- parking to wait for  <0x0000000706682ce8> (a java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.locks.LockSupport.parkNanos(java.base@15.0.1/LockSupport.java:252)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.awaitNanos(java.base@15.0.1/AbstractQueuedSynchronizer.java:1661)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedBlockingQueue.poll(java.base@15.0.1/LinkedBlockingQueue.java:460)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.route.MyCATSequnceProcessor$ExecuteThread.run(MyCATSequnceProcessor.java:108)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "net.sf.ehcache.CacheManager@78ff9c38" #25 daemon prio=5 os_prio=31 cpu=0.11ms elapsed=11315.44s tid=0x00007fc2b51d8a00 nid=0x740b in Object.wait()  [0x000070000f82a000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: WAITING (on object monitor)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Object.wait(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- waiting on <0x0000000706657360> (a java.util.TaskQueue)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Object.wait(java.base@15.0.1/Object.java:321)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.TimerThread.mainLoop(java.base@15.0.1/Timer.java:527)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- locked <0x0000000706657360> (a java.util.TaskQueue)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.TimerThread.run(java.base@15.0.1/Timer.java:506)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "$_NIOREACTOR-0-RW" #27 prio=5 os_prio=31 cpu=1054.11ms elapsed=11315.24s tid=0x00007fc2b4951400 nid=0x7607 runnable  [0x000070000f92d000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: RUNNABLE
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.KQueue.poll(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.KQueueSelectorImpl.doSelect(java.base@15.0.1/KQueueSelectorImpl.java:122)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.SelectorImpl.lockAndDoSelect(java.base@15.0.1/SelectorImpl.java:129)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- locked <0x0000000706682ff0> (a sun.nio.ch.Util$2)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- locked <0x0000000706682f98> (a sun.nio.ch.KQueueSelectorImpl)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.SelectorImpl.select(java.base@15.0.1/SelectorImpl.java:141)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.NIOReactor$RW.run(NIOReactor.java:91)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "$_NIOREACTOR-1-RW" #28 prio=5 os_prio=31 cpu=1204.23ms elapsed=11315.24s tid=0x00007fc2b41e2600 nid=0x7e03 runnable  [0x000070000fa30000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: RUNNABLE
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.KQueue.poll(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.KQueueSelectorImpl.doSelect(java.base@15.0.1/KQueueSelectorImpl.java:122)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.SelectorImpl.lockAndDoSelect(java.base@15.0.1/SelectorImpl.java:129)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- locked <0x00000007066575b0> (a sun.nio.ch.Util$2)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- locked <0x0000000706657558> (a sun.nio.ch.KQueueSelectorImpl)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.SelectorImpl.select(java.base@15.0.1/SelectorImpl.java:141)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.NIOReactor$RW.run(NIOReactor.java:91)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "$_NIOREACTOR-2-RW" #29 prio=5 os_prio=31 cpu=1170.77ms elapsed=11315.24s tid=0x00007fc2b41e2c00 nid=0x7b03 runnable  [0x000070000fb32000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: RUNNABLE
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at org.apache.logging.log4j.core.async.AsyncLoggerConfigDisruptor.enqueue(AsyncLoggerConfigDisruptor.java:270)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at org.apache.logging.log4j.core.async.AsyncLoggerConfigDisruptor.enqueueEvent(AsyncLoggerConfigDisruptor.java:252)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at org.apache.logging.log4j.core.async.AsyncLoggerConfigDisruptor.tryCallAppendersInBackground(AsyncLoggerConfigDisruptor.java:232)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at org.apache.logging.log4j.core.async.AsyncLoggerConfig.callAppenders(AsyncLoggerConfig.java:96)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at org.apache.logging.log4j.core.config.LoggerConfig.processLogEvent(LoggerConfig.java:378)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at org.apache.logging.log4j.core.config.LoggerConfig.log(LoggerConfig.java:362)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at org.apache.logging.log4j.core.config.LoggerConfig.log(LoggerConfig.java:352)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at org.apache.logging.log4j.core.config.AwaitCompletionReliabilityStrategy.log(AwaitCompletionReliabilityStrategy.java:63)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at org.apache.logging.log4j.core.Logger.logMessage(Logger.java:147)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at org.apache.logging.log4j.spi.AbstractLogger.logMessage(AbstractLogger.java:1016)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at org.apache.logging.log4j.spi.AbstractLogger.logIfEnabled(AbstractLogger.java:964)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at org.apache.logging.slf4j.Log4jLogger.info(Log4jLogger.java:178)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.AbstractConnection.close(AbstractConnection.java:508)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.backend.mysql.nio.MySQLConnection.close(MySQLConnection.java:513)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.AbstractConnection.onReadData(AbstractConnection.java:291)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.NIOSocketWR.asynRead(NIOSocketWR.java:190)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.AbstractConnection.asynRead(AbstractConnection.java:273)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.NIOReactor$RW.run(NIOReactor.java:102)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "$_NIOREACTOR-3-RW" #30 prio=5 os_prio=31 cpu=1024.29ms elapsed=11315.24s tid=0x00007fc2b3805400 nid=0x15203 runnable  [0x000070000fc36000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: RUNNABLE
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.KQueue.poll(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.KQueueSelectorImpl.doSelect(java.base@15.0.1/KQueueSelectorImpl.java:122)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.SelectorImpl.lockAndDoSelect(java.base@15.0.1/SelectorImpl.java:129)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- locked <0x0000000706683258> (a sun.nio.ch.Util$2)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- locked <0x0000000706683200> (a sun.nio.ch.KQueueSelectorImpl)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.SelectorImpl.select(java.base@15.0.1/SelectorImpl.java:141)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.NIOReactor$RW.run(NIOReactor.java:91)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "$_NIOConnector" #31 prio=5 os_prio=31 cpu=3742.32ms elapsed=11315.24s tid=0x00007fc2b41e3200 nid=0x14f03 runnable  [0x000070000fd39000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: RUNNABLE
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.Net.pollConnect(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.Net.pollConnectNow(java.base@15.0.1/Net.java:660)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.SocketChannelImpl.finishConnect(java.base@15.0.1/SocketChannelImpl.java:875)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.NIOConnector.finishConnect(NIOConnector.java:137)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.NIOConnector.finishConnect(NIOConnector.java:115)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.NIOConnector.run(NIOConnector.java:83)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "$_MyCatManager" #32 prio=5 os_prio=31 cpu=296.10ms elapsed=11315.23s tid=0x00007fc2b493ee00 nid=0x14d03 runnable  [0x000070000fe3c000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: RUNNABLE
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.KQueue.poll(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.KQueueSelectorImpl.doSelect(java.base@15.0.1/KQueueSelectorImpl.java:122)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.SelectorImpl.lockAndDoSelect(java.base@15.0.1/SelectorImpl.java:129)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- locked <0x0000000706683470> (a sun.nio.ch.Util$2)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- locked <0x0000000706683418> (a sun.nio.ch.KQueueSelectorImpl)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.SelectorImpl.select(java.base@15.0.1/SelectorImpl.java:141)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.NIOAcceptor.run(NIOAcceptor.java:87)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "$_MyCatServer" #33 prio=5 os_prio=31 cpu=336.95ms elapsed=11315.23s tid=0x00007fc2b4951a00 nid=0x14b03 runnable  [0x000070000ff3f000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: RUNNABLE
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.Net.setIntOption0(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.Net.setSocketOption(java.base@15.0.1/Net.java:450)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.Net.setSocketOption(java.base@15.0.1/Net.java:388)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.SocketChannelImpl.setOption(java.base@15.0.1/SocketChannelImpl.java:265)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- locked <0x000000070fac7768> (a java.lang.Object)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at sun.nio.ch.SocketChannelImpl.setOption(java.base@15.0.1/SocketChannelImpl.java:68)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.factory.FrontendConnectionFactory.make(FrontendConnectionFactory.java:41)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.NIOAcceptor.accept(NIOAcceptor.java:111)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.NIOAcceptor.run(NIOAcceptor.java:92)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "BusinessExecutor0" #34 daemon prio=5 os_prio=31 cpu=127.84ms elapsed=11315.23s tid=0x00007fc2b4245c00 nid=0x14a03 waiting on condition  [0x0000700010042000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: WAITING (parking)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at jdk.internal.misc.Unsafe.park(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- parking to wait for  <0x00000007066836a8> (a java.util.concurrent.LinkedTransferQueue)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.locks.LockSupport.park(java.base@15.0.1/LockSupport.java:211)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.awaitMatch(java.base@15.0.1/LinkedTransferQueue.java:743)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.xfer(java.base@15.0.1/LinkedTransferQueue.java:684)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.take(java.base@15.0.1/LinkedTransferQueue.java:1366)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.getTask(java.base@15.0.1/ThreadPoolExecutor.java:1056)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.runWorker(java.base@15.0.1/ThreadPoolExecutor.java:1116)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(java.base@15.0.1/ThreadPoolExecutor.java:630)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "BusinessExecutor1" #35 daemon prio=5 os_prio=31 cpu=123.61ms elapsed=11315.23s tid=0x00007fc2b4952000 nid=0xb503 waiting on condition  [0x0000700010145000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: WAITING (parking)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at jdk.internal.misc.Unsafe.park(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- parking to wait for  <0x00000007066836a8> (a java.util.concurrent.LinkedTransferQueue)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.locks.LockSupport.park(java.base@15.0.1/LockSupport.java:211)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.awaitMatch(java.base@15.0.1/LinkedTransferQueue.java:743)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.xfer(java.base@15.0.1/LinkedTransferQueue.java:684)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.take(java.base@15.0.1/LinkedTransferQueue.java:1366)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.getTask(java.base@15.0.1/ThreadPoolExecutor.java:1056)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.runWorker(java.base@15.0.1/ThreadPoolExecutor.java:1116)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(java.base@15.0.1/ThreadPoolExecutor.java:630)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "BusinessExecutor2" #36 daemon prio=5 os_prio=31 cpu=125.22ms elapsed=11315.23s tid=0x00007fc2b51b2c00 nid=0xb603 waiting on condition  [0x0000700010248000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: WAITING (parking)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at jdk.internal.misc.Unsafe.park(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- parking to wait for  <0x00000007066836a8> (a java.util.concurrent.LinkedTransferQueue)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.locks.LockSupport.park(java.base@15.0.1/LockSupport.java:211)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.awaitMatch(java.base@15.0.1/LinkedTransferQueue.java:743)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.xfer(java.base@15.0.1/LinkedTransferQueue.java:684)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.take(java.base@15.0.1/LinkedTransferQueue.java:1366)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.getTask(java.base@15.0.1/ThreadPoolExecutor.java:1056)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.runWorker(java.base@15.0.1/ThreadPoolExecutor.java:1116)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(java.base@15.0.1/ThreadPoolExecutor.java:630)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "BusinessExecutor3" #37 daemon prio=5 os_prio=31 cpu=120.55ms elapsed=11315.22s tid=0x00007fc2b4245400 nid=0x14303 waiting on condition  [0x000070001034b000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: WAITING (parking)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at jdk.internal.misc.Unsafe.park(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- parking to wait for  <0x00000007066836a8> (a java.util.concurrent.LinkedTransferQueue)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.locks.LockSupport.park(java.base@15.0.1/LockSupport.java:211)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.awaitMatch(java.base@15.0.1/LinkedTransferQueue.java:743)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.xfer(java.base@15.0.1/LinkedTransferQueue.java:684)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.take(java.base@15.0.1/LinkedTransferQueue.java:1366)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.getTask(java.base@15.0.1/ThreadPoolExecutor.java:1056)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.runWorker(java.base@15.0.1/ThreadPoolExecutor.java:1116)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(java.base@15.0.1/ThreadPoolExecutor.java:630)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "BusinessExecutor4" #38 daemon prio=5 os_prio=31 cpu=119.85ms elapsed=11315.22s tid=0x00007fc2b51cc200 nid=0xbb03 waiting on condition  [0x000070001044e000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: WAITING (parking)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at jdk.internal.misc.Unsafe.park(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- parking to wait for  <0x00000007066836a8> (a java.util.concurrent.LinkedTransferQueue)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.locks.LockSupport.park(java.base@15.0.1/LockSupport.java:211)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.awaitMatch(java.base@15.0.1/LinkedTransferQueue.java:743)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.xfer(java.base@15.0.1/LinkedTransferQueue.java:684)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.take(java.base@15.0.1/LinkedTransferQueue.java:1366)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.getTask(java.base@15.0.1/ThreadPoolExecutor.java:1056)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.runWorker(java.base@15.0.1/ThreadPoolExecutor.java:1116)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(java.base@15.0.1/ThreadPoolExecutor.java:630)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "BusinessExecutor5" #39 daemon prio=5 os_prio=31 cpu=117.95ms elapsed=11315.22s tid=0x00007fc2b493d800 nid=0xbe03 waiting on condition  [0x0000700010551000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: WAITING (parking)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at jdk.internal.misc.Unsafe.park(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- parking to wait for  <0x00000007066836a8> (a java.util.concurrent.LinkedTransferQueue)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.locks.LockSupport.park(java.base@15.0.1/LockSupport.java:211)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.awaitMatch(java.base@15.0.1/LinkedTransferQueue.java:743)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.xfer(java.base@15.0.1/LinkedTransferQueue.java:684)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.take(java.base@15.0.1/LinkedTransferQueue.java:1366)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.getTask(java.base@15.0.1/ThreadPoolExecutor.java:1056)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.runWorker(java.base@15.0.1/ThreadPoolExecutor.java:1116)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(java.base@15.0.1/ThreadPoolExecutor.java:630)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
